street,level,precip,Libur,day,ROAD_CLOSED
Jalan Raya Bojongsoang,4,0.018,0,Thursday,0
Jalan Raya Dayeuhkolot,3,0.018,0,Thursday,0
Jalan Raya Lembang,4,0.018,0,Thursday,0
Jalan Raya Randusari,4,0.018,0,Thursday,0
Jalan Raya Sapan,4,0.018,0,Thursday,0
Jalan Rumah Sakit,1,0.018,0,Thursday,0
Jalan Seram,3,0.018,0,Thursday,0
Jalan Serayu,4,0.018,0,Thursday,0
Jalan Subang,4,0.018,0,Thursday,0
Jalan Sumatra,2,0.018,0,Thursday,0
Jalan Sumbawa,4,0.018,0,Thursday,0
Jalan Sunda,3,0.018,0,Thursday,0
Jambatan Opat,1,0.018,0,Thursday,0
Jamika,2,0.018,0,Thursday,0
Japati,3,0.018,0,Thursday,0
Jatihandap,2,0.018,0,Thursday,0
Jenderal AH Nasution,3,0.018,0,Thursday,0
Jenderal Ahmad Yani,3,0.018,0,Thursday,0
Jenderal Haji Amir Machmud,3,0.018,0,Thursday,0
Jenderal Ibrahim Adjie,2,0.018,0,Thursday,0
Jenderal Sudirman,3,0.018,0,Thursday,0
Jupiter Barat,4,0.018,0,Thursday,0
KH Ahmad Dahlan,2,0.018,0,Thursday,0
KH Wahid Hasyim,5,0.018,0,Thursday,1
Kalipah Apo,3,0.018,0,Thursday,0
Kampung Padi,3,0.018,0,Thursday,0
Kamuning,3,0.018,0,Thursday,0
Kapten Tata Natanegara,4,0.018,0,Thursday,0
Karapitan,2,0.018,0,Thursday,0
Karawitan,3,0.018,0,Thursday,0
Kawaluyaan,3,0.018,0,Thursday,0
Kawaluyaan Indah Raya,2,0.018,0,Thursday,0
Kebon Bibit,2,0.018,0,Thursday,0
Kebon Jukut,4,0.018,0,Thursday,0
Kebon Kawung,2,0.018,0,Thursday,0
Kebon Kopi,4,0.018,0,Thursday,0
Kepatihan,2,0.018,0,Thursday,0
Kesatriaan,3,0.018,0,Thursday,0
Kliningan,4,0.018,0,Thursday,0
Komodor Udara Supadio,3,0.018,0,Thursday,0
Kopo,3,0.018,0,Thursday,0
Kopo Permai,3,0.018,0,Thursday,0
LLRE Martadinata,3,0.018,0,Thursday,0
Lamping,3,0.018,0,Thursday,0
Lapang Supratman,3,0.018,0,Thursday,0
Laswi,3,0.018,0,Thursday,0
Lembong,3,0.018,0,Thursday,0
Lengkong Besar,2,0.018,0,Thursday,0
Lengkong Kecil,2,0.018,0,Thursday,0
Leumah Neundeut,2,0.018,0,Thursday,0
Leuwi Panjang,3,0.018,0,Thursday,0
Leuwipanjang,5,0.018,0,Thursday,1
Ligar Resik,4,0.018,0,Thursday,0
Lodaya,3,0.018,0,Thursday,0
Logam,4,0.018,0,Thursday,0
Mahar Martanegara,2,0.018,0,Thursday,0
Maleber Utara,3,0.018,0,Thursday,0
Margacinta,2,0.018,0,Thursday,0
Maulana Yusuf,3,0.018,0,Thursday,0
Mekar Utama,4,0.018,0,Thursday,0
Melong,2,0.018,0,Thursday,0
Melong Raya,2,0.018,0,Thursday,0
Melongasih,3,0.018,0,Thursday,0
Melongsari,2,0.018,0,Thursday,0
Menjangan,2,0.018,0,Thursday,0
Merdeka,2,0.018,0,Thursday,0
Merkuri Timur 8,3,0.018,0,Thursday,0
Mohammad Ramdan,2,0.018,0,Thursday,0
Mohammad Toha,2,0.018,0,Thursday,0
Mustang,4,0.018,0,Thursday,0
N11 Flyover Cimindi,3,0.018,0,Thursday,0
N11 Flyover Kopo-Cibaduyut,5,0.018,0,Thursday,1
N11 Jalan Raya Cibiru,3,0.018,0,Thursday,0
N11 Jenderal AH Nasution,3,0.018,0,Thursday,0
N11 Jenderal Haji Amir Machmud,2,0.018,0,Thursday,0
N11 Jenderal Sudirman,2,0.018,0,Thursday,0
N11 Rajawali Barat,2,0.018,0,Thursday,0
N11 Soekarno-Hatta,2,0.018,0,Thursday,0
Naripan,3,0.018,0,Thursday,0
Otto Iskandardinata,3,0.018,0,Thursday,0
PDAM,4,0.018,0,Thursday,0
PHH Mustofa,2,0.018,0,Thursday,0
PSM,3,0.018,0,Thursday,0
Pacuan Kuda,1,0.018,0,Thursday,0
Padasuka,2,0.018,0,Thursday,0
Pagarsih,2,0.018,0,Thursday,0
Pagermaneuh,1,0.018,0,Thursday,0
Pahlawan,4,0.018,0,Thursday,0
Pahlawan (Jalur Lambat),3,0.018,0,Thursday,0
Pajajaran,3,0.018,0,Thursday,0
Palasari,3,0.018,0,Thursday,0
Pamekar Raya,3,0.018,0,Thursday,0
Panatayuda,3,0.018,0,Thursday,0
Pangarang,4,0.018,0,Thursday,0
Panjunan,3,0.018,0,Thursday,0
Papanggungan,2,0.018,0,Thursday,0
Parakan Saat,1,0.018,0,Thursday,0
Pasir Impun,2,0.018,0,Thursday,0
Pasir Koja,2,0.018,0,Thursday,0
Pasirluyu,4,0.018,0,Thursday,0
Pasirmuncang,3,0.018,0,Thursday,0
Paskal HyperSquare,2,0.018,0,Thursday,0
Pasteur,3,0.018,0,Thursday,0
Patrakomala,4,0.018,0,Thursday,0
Pecinan Lama,3,0.018,0,Thursday,0
Pelajar Pejuang 45,3,0.018,0,Thursday,0
Perintis,1,0.018,0,Thursday,0
Permata Permai 14,4,0.018,0,Thursday,0
Perumahan Bumi Panyileukan,2,0.018,0,Thursday,0
Peta,2,0.018,0,Thursday,0
Pinus Raya Barat,3,0.018,0,Thursday,0
Pluto Raya,3,0.018,0,Thursday,0
Prabu Dimuntur,3,0.018,0,Thursday,0
Prof Dr Ir Sutami,2,0.018,0,Thursday,0
Prof Dr Surya Sumantri,3,0.018,0,Thursday,0
Prof Eyckman,3,0.018,0,Thursday,0
Prof Mochtar Kusumaatmadja,2,0.018,0,Thursday,0
Pungkur,2,0.018,0,Thursday,0
Purnawarman,3,0.018,0,Thursday,0
R A A Martanegara,4,0.018,0,Thursday,0
RA Wiranatakusumah,3,0.018,0,Thursday,0
Rajawali Timur,3,0.018,0,Thursday,0
Ranca Bentang,3,0.018,0,Thursday,0
Rancabali,2,0.018,0,Thursday,0
Rancabolang,1,0.018,0,Thursday,0
Riung Purna Raya,3,0.018,0,Thursday,0
Sadang,2,0.018,0,Thursday,0
Sadang Serang,2,0.018,0,Thursday,0
Sampurna,3,0.018,0,Thursday,0
Sariasih,2,0.018,0,Thursday,0
Sarijadi,2,0.018,0,Thursday,0
Sariwangi,3,0.018,0,Thursday,0
Sasak Gantung,4,0.018,0,Thursday,0
Sederhana,2,0.018,0,Thursday,0
Sekejati,2,0.018,0,Thursday,0
Sentot Alibasyah,3,0.018,0,Thursday,0
Sersan Bajuri,2,0.018,0,Thursday,0
Setra Indah 2,4,0.018,0,Thursday,0
Siliwangi,3,0.018,0,Thursday,0
Sindang Sari,2,0.018,0,Thursday,0
Sindang Sirna,3,0.018,0,Thursday,0
Sirnamanah,4,0.018,0,Thursday,0
Soekarno-Hatta,2,0.018,0,Thursday,0
Soekarno-Hatta (Jalur Lambat),3,0.018,0,Thursday,0
Solontongan,4,0.018,0,Thursday,0
Sriwijaya,2,0.018,0,Thursday,0
Suka Resmi,3,0.018,0,Thursday,0
Sukaati,1,0.018,0,Thursday,0
Sukahaji,1,0.018,0,Thursday,0
Sukajadi,2,0.018,0,Thursday,0
Sukamaju,3,0.018,0,Thursday,0
Sukamulya,3,0.018,0,Thursday,0
Sukaraja,4,0.018,0,Thursday,0
Sukawarna,3,0.018,0,Thursday,0
Sulaksana Baru 1,2,0.018,0,Thursday,0
Sulanjana,2,0.018,0,Thursday,0
Sultan Ageng Tirtayasa,3,0.018,0,Thursday,0
Sultan Agung,3,0.018,0,Thursday,0
Suniaraja,4,0.018,0,Thursday,0
Surapati,2,0.018,0,Thursday,0
Surapati (Jalur Lambat),4,0.018,0,Thursday,0
Suryalaya,3,0.018,0,Thursday,0
Talaga Bodas,2,0.018,0,Thursday,0
Taman Cibeunying Kidul,2,0.018,0,Thursday,0
Taman Holis Raya,3,0.018,0,Thursday,0
Tamansari,2,0.018,0,Thursday,0
Tamblong,3,0.018,0,Thursday,0
Tata Surya,3,0.018,0,Thursday,0
Tengku Angkasa,3,0.018,0,Thursday,0
Terusan Brigjen Katamso,3,0.018,0,Thursday,0
Terusan Buah Batu,3,0.018,0,Thursday,0
Terusan Cibaduyut,2,0.018,0,Thursday,0
Terusan Cisaranten Kulon,2,0.018,0,Thursday,0
Terusan Derwati,3,0.018,0,Thursday,0
Terusan Gatot Subroto,3,0.018,0,Thursday,0
Terusan Jakarta,3,0.018,0,Thursday,0
Terusan Kiaracondong,3,0.018,0,Thursday,0
Terusan Pasir Koja,2,0.018,0,Thursday,0
Teuku Umar,3,0.018,0,Thursday,0
Tol Padaleunyi,1,0.018,0,Thursday,0
Tol Pasteur,4,0.018,0,Thursday,0
Trunojoyo,2,0.018,0,Thursday,0
Tubagus Ismail,1,0.018,0,Thursday,0
Tubagus Ismail Dalam,3,0.018,0,Thursday,0
Turangga,2,0.018,0,Thursday,0
Veteran,2,0.018,0,Thursday,0
WR Supratman,2,0.018,0,Thursday,0
Waringin,4,0.018,0,Thursday,0
Wastukencana,4,0.018,0,Thursday,0
Westhoff,3,0.018,0,Thursday,0
Abdul Rahman Saleh,2,0.2,0,Friday,0
Adi Flora Raya,1,0.2,0,Friday,0
Akses Tol Pasteur,3,0.2,0,Friday,0
Alkateri,2,0.2,0,Friday,0
Andir,4,0.2,0,Friday,0
Anggrek,3,0.2,0,Friday,0
Antapani,2,0.2,0,Friday,0
Arah Cihampelas/Djunjunan/Tol Pasteur,4,0.2,0,Friday,0
Arah Cihampelas/Pasteur/Pajajaran,4,0.2,0,Friday,0
Arah Mustang/Cibogo/Gunung Batu,4,0.2,0,Friday,0
Arah Taman Sari/Dago/Dipati Ukur/Sabuga,4,0.2,0,Friday,0
Arcamanik Endah,2,0.2,0,Friday,0
Arjuna,3,0.2,0,Friday,0
Asia Afrika,2,0.2,0,Friday,0
Astana Anyar,3,0.2,0,Friday,0
BKR,3,0.2,0,Friday,0
Babakan Ciparay,1,0.2,0,Friday,0
Babakan Jeruk 1,1,0.2,0,Friday,0
Babakan Jeruk 4,2,0.2,0,Friday,0
Babakan Lembur Tengah,1,0.2,0,Friday,0
Babakan Loa,2,0.2,0,Friday,0
Babakan Sari,2,0.2,0,Friday,0
Babakan Surabaya,3,0.2,0,Friday,0
Badak Singa,4,0.2,0,Friday,0
Balong Gede,2,0.2,0,Friday,0
Banceuy,2,0.2,0,Friday,0
Batu Kencana,1,0.2,0,Friday,0
Batununggal,2,0.2,0,Friday,0
Batununggal Elok 1,1,0.2,0,Friday,0
Batununggal Indah 1,3,0.2,0,Friday,0
Batununggal Indah 4,4,0.2,0,Friday,0
Batununggal Indah Raya,3,0.2,0,Friday,0
Belakang Pasar,4,0.2,0,Friday,0
Binong Jati,4,0.2,0,Friday,0
Bojong Koneng,2,0.2,0,Friday,0
Bojong Raya,2,0.2,0,Friday,0
Braga,2,0.2,0,Friday,0
Brigjen Katamso,2,0.2,0,Friday,0
Buah Batu,2,0.2,0,Friday,0
Budhi,2,0.2,0,Friday,0
Budi,2,0.2,0,Friday,0
Bukit Raya,1,0.2,0,Friday,0
Bungur,3,0.2,0,Friday,0
Caringin,2,0.2,0,Friday,0
Cendana,3,0.2,0,Friday,0
Cibaduyut Lama,3,0.2,0,Friday,0
Cibaduyut Raya,5,0.2,0,Friday,1
Cibiru Hilir,2,0.2,0,Friday,0
Cibodas Raya,3,0.2,0,Friday,0
Cibogo,2,0.2,0,Friday,0
Cibogo Atas,2,0.2,0,Friday,0
Cibolerang,1,0.2,0,Friday,0
Cibolerang Barat,3,0.2,0,Friday,0
Ciborete,3,0.2,0,Friday,0
Cicendo,4,0.2,0,Friday,0
Cicukang,4,0.2,0,Friday,0
Cidurian Selatan,2,0.2,0,Friday,0
Cidurian Utara,2,0.2,0,Friday,0
Cigadung Raya Barat,2,0.2,0,Friday,0
Cigadung Raya Selatan,2,0.2,0,Friday,0
Cigagak Cipadung,2,0.2,0,Friday,0
Cigending,2,0.2,0,Friday,0
Cigondewah Kaler,4,0.2,0,Friday,0
Cigondewah Rahayu,2,0.2,0,Friday,0
Cihampelas,3,0.2,0,Friday,0
Cihapit,3,0.2,0,Friday,0
Cijagra,3,0.2,0,Friday,0
Cijambe,2,0.2,0,Friday,0
Cijawura Girang,3,0.2,0,Friday,0
Cijerah Raya,2,0.2,0,Friday,0
Cikajang Raya,2,0.2,0,Friday,0
Cikapayang,3,0.2,0,Friday,0
Cikawao,3,0.2,0,Friday,0
Cikondang,2,0.2,0,Friday,0
Cikuray,4,0.2,0,Friday,0
Cikutra,3,0.2,0,Friday,0
Cikutra Barat,2,0.2,0,Friday,0
Cilengkrang 1,2,0.2,0,Friday,0
Cimincrang,3,0.2,0,Friday,0
Cimuncang Atas,2,0.2,0,Friday,0
Cinambo,2,0.2,0,Friday,0
Cinangka,1,0.2,0,Friday,0
Cingised,2,0.2,0,Friday,0
Cipaku Indah 2,2,0.2,0,Friday,0
Cipamokolan,2,0.2,0,Friday,0
Ciparay,2,0.2,0,Friday,0
Cipedes,1,0.2,0,Friday,0
Cipedes Tengah,2,0.2,0,Friday,0
Ciroyom,2,0.2,0,Friday,0
Cisaranten Kulon,3,0.2,0,Friday,0
Cisaranten Wetan,2,0.2,0,Friday,0
Cisitu Lama,1,0.2,0,Friday,0
Ciumbuleuit,3,0.2,0,Friday,0
Ciwaruga Raya,1,0.2,0,Friday,0
Ciwastra,3,0.2,0,Friday,0
Cukangkawung,2,0.2,0,Friday,0
DR Ir Sukarno,4,0.2,0,Friday,0
Dalem Kaum,2,0.2,0,Friday,0
Dayang Sumbi,3,0.2,0,Friday,0
Derwati,1,0.2,0,Friday,0
Desa Buah Batu,1,0.2,0,Friday,0
Dewi Sartika,2,0.2,0,Friday,0
Dipati Ukur,3,0.2,0,Friday,0
Diponegoro,2,0.2,0,Friday,0
Djundjunan,4,0.2,0,Friday,0
Dr Djundjunan,1,0.2,0,Friday,0
Dr Otten,4,0.2,0,Friday,0
Dr Radjiman,3,0.2,0,Friday,0
Dr Rum,2,0.2,0,Friday,0
Dr Setiabudi,2,0.2,0,Friday,0
Dulatip,3,0.2,0,Friday,0
Elang Raya,2,0.2,0,Friday,0
Embah Jaksa,2,0.2,0,Friday,0
Exit Kopo/Soreang,4,0.2,0,Friday,0
Flyover Antapani,4,0.2,0,Friday,0
Flyover Kiaracondong,1,0.2,0,Friday,0
Flyover Laswi-Pelajar Pejuang,3,0.2,0,Friday,0
Gamal Abdel Nasser,3,0.2,0,Friday,0
Gandapura,2,0.2,0,Friday,0
Ganesha,3,0.2,0,Friday,0
Gang Haji Mesri,2,0.2,0,Friday,0
Gardujati,3,0.2,0,Friday,0
Garuda,3,0.2,0,Friday,0
Gatot Subroto,2,0.2,0,Friday,0
Gede Bage,3,0.2,0,Friday,0
Gegerkalong Girang,1,0.2,0,Friday,0
Gegerkalong Hilir,2,0.2,0,Friday,0
Gegerkalong Hurip,3,0.2,0,Friday,0
Gegerkalong Tengah,2,0.2,0,Friday,0
Gempol Sari,2,0.2,0,Friday,0
Gerbang Tol Buah Batu,3,0.2,0,Friday,0
Gerbang Tol Gede Bage,5,0.2,0,Friday,1
Gerbang Tol Kopo,3,0.2,0,Friday,0
Gerbang Tol Mohammad Toha,3,0.2,0,Friday,0
Gerbang Tol Pasir Koja,3,0.2,0,Friday,0
Gerbang Tol Pasteur 2,3,0.2,0,Friday,0
Giri Mekar,2,0.2,0,Friday,0
Golf Barat,2,0.2,0,Friday,0
Golf Raya,2,0.2,0,Friday,0
Golf Timur 4,3,0.2,0,Friday,0
Gudang Selatan,3,0.2,0,Friday,0
Gudang Utara,3,0.2,0,Friday,0
Guntursari Wetan,3,0.2,0,Friday,0
HOS Cokroaminoto,2,0.2,0,Friday,0
Haji Tatang Sumantri,4,0.2,0,Friday,0
Hasanudin,4,0.2,0,Friday,0
Hegarmanah,1,0.2,0,Friday,0
Hercules,3,0.2,0,Friday,0
Holis,2,0.2,0,Friday,0
Ibu Inggit Garnasih,2,0.2,0,Friday,0
Indrayasa,3,0.2,0,Friday,0
Inhoftank,2,0.2,0,Friday,0
Inspeksi Cidurian,1,0.2,0,Friday,0
Ir Haji Juanda,3,0.2,0,Friday,0
Istana Pasteur Regency,3,0.2,0,Friday,0
Jalan ABC,2,0.2,0,Friday,0
Jalan Aceh,2,0.2,0,Friday,0
Jalan Ambon,3,0.2,0,Friday,0
Jalan Arcamanik Sindanglaya,2,0.2,0,Friday,0
Jalan Banda,3,0.2,0,Friday,0
Jalan Belitung,3,0.2,0,Friday,0
Jalan Bengawan,2,0.2,0,Friday,0
Jalan Bogor,3,0.2,0,Friday,0
Jalan Burangrang,3,0.2,0,Friday,0
Jalan Cemara,4,0.2,0,Friday,0
Jalan Cibadak,3,0.2,0,Friday,0
Jalan Cibatu,3,0.2,0,Friday,0
Jalan Cilaki,3,0.2,0,Friday,0
Jalan Cilamaya,3,0.2,0,Friday,0
Jalan Cimandiri,3,0.2,0,Friday,0
Jalan Cimanuk,2,0.2,0,Friday,0
Jalan Cimuncang,2,0.2,0,Friday,0
Jalan Cisangangarung,4,0.2,0,Friday,0
Jalan Cisangkuy,2,0.2,0,Friday,0
Jalan Cisokan,3,0.2,0,Friday,0
Jalan Citarum,3,0.2,0,Friday,0
Jalan Gunung Agung,4,0.2,0,Friday,0
Jalan Gunung Batu,3,0.2,0,Friday,0
Jalan Gunung Kareumbi,3,0.2,0,Friday,0
Jalan Jakarta,3,0.2,0,Friday,0
Jalan Jawa,2,0.2,0,Friday,0
Jalan Jurang,4,0.2,0,Friday,0
Jalan Kalimantan,1,0.2,0,Friday,0
Jalan Karang Anyar,3,0.2,0,Friday,0
Jalan Kebonjati,3,0.2,0,Friday,0
Jalan Kuningan Raya,2,0.2,0,Friday,0
Jalan Lombok,3,0.2,0,Friday,0
Jalan Malabar,3,0.2,0,Friday,0
Jalan Natuna,3,0.2,0,Friday,0
Jalan Progo,4,0.2,0,Friday,0
Jalan Purwakarta,2,0.2,0,Friday,0
Jalan Raya Dayeuhkolot,2,0.2,0,Friday,0
Jalan Raya Lembang,4,0.2,0,Friday,0
Jalan Raya Randusari,4,0.2,0,Friday,0
Jalan Raya Resort,2,0.2,0,Friday,0
Jalan Raya Sapan,4,0.2,0,Friday,0
Jalan Rumah Sakit,1,0.2,0,Friday,0
Jalan Seram,3,0.2,0,Friday,0
Jalan Stasiun Barat,2,0.2,0,Friday,0
Jalan Stasiun Timur,2,0.2,0,Friday,0
Jalan Sumatra,2,0.2,0,Friday,0
Jalan Sumbawa,2,0.2,0,Friday,0
Jalan Sunda,3,0.2,0,Friday,0
Jalan Tanjung Sari,3,0.2,0,Friday,0
Jamika,2,0.2,0,Friday,0
Japati,3,0.2,0,Friday,0
Jatihandap,2,0.2,0,Friday,0
Jenderal AH Nasution,3,0.2,0,Friday,0
Jenderal Ahmad Yani,3,0.2,0,Friday,0
Jenderal Haji Amir Machmud,3,0.2,0,Friday,0
Jenderal Ibrahim Adjie,2,0.2,0,Friday,0
Jenderal Sudirman,2,0.2,0,Friday,0
KH Ahmad Dahlan,2,0.2,0,Friday,0
KH Wahid Hasyim,5,0.2,0,Friday,1
Kalipah Apo,3,0.2,0,Friday,0
Kamuning,3,0.2,0,Friday,0
Kanayakan,2,0.2,0,Friday,0
Kapten Tata Natanegara,4,0.2,0,Friday,0
Karang Sari,3,0.2,0,Friday,0
Karang Tinggal,4,0.2,0,Friday,0
Karapitan,3,0.2,0,Friday,0
Karawitan,2,0.2,0,Friday,0
Kartini,3,0.2,0,Friday,0
Kautamaan Istri,3,0.2,0,Friday,0
Kawaluyaan,4,0.2,0,Friday,0
Kawaluyaan Indah Raya,2,0.2,0,Friday,0
Kebon Jukut,3,0.2,0,Friday,0
Kebon Kawung,3,0.2,0,Friday,0
Kebon Kopi,2,0.2,0,Friday,0
Kepatihan,2,0.2,0,Friday,0
Kliningan,3,0.2,0,Friday,0
Komodor Udara Supadio,3,0.2,0,Friday,0
Kopo,3,0.2,0,Friday,0
Kopo Permai,3,0.2,0,Friday,0
Kuta Kencana Timur,4,0.2,0,Friday,0
LLRE Martadinata,2,0.2,0,Friday,0
Lamping,3,0.2,0,Friday,0
Lapang Supratman,3,0.2,0,Friday,0
Laswi,3,0.2,0,Friday,0
Lembong,3,0.2,0,Friday,0
Lengkong Besar,2,0.2,0,Friday,0
Lengkong Kecil,2,0.2,0,Friday,0
Leumah Neundeut,2,0.2,0,Friday,0
Leuwi Panjang,3,0.2,0,Friday,0
Leuwipanjang,5,0.2,0,Friday,1
Ligar Resik,3,0.2,0,Friday,0
Lodaya,2,0.2,0,Friday,0
Logam,2,0.2,0,Friday,0
Mahar Martanegara,2,0.2,0,Friday,0
Makmur,3,0.2,0,Friday,0
Maleber Utara,3,0.2,0,Friday,0
Mangga,3,0.2,0,Friday,0
Margacinta,2,0.2,0,Friday,0
Markoni,2,0.2,0,Friday,0
Mars Utara 3,2,0.2,0,Friday,0
Maskumambang,3,0.2,0,Friday,0
Maulana Yusuf,3,0.2,0,Friday,0
Mekar Kencana,2,0.2,0,Friday,0
Mekar Utama,4,0.2,0,Friday,0
Mekar Wangi,3,0.2,0,Friday,0
Melong Raya,2,0.2,0,Friday,0
Melongasih,3,0.2,0,Friday,0
Merdeka,2,0.2,0,Friday,0
Merkuri Timur 8,2,0.2,0,Friday,0
Mohammad Ramdan,2,0.2,0,Friday,0
Mohammad Toha,3,0.2,0,Friday,0
Mustang,4,0.2,0,Friday,0
Mustika Permata,3,0.2,0,Friday,0
N11 Flyover Cimindi,3,0.2,0,Friday,0
N11 Flyover Kopo-Cibaduyut,5,0.2,0,Friday,1
N11 Jalan Raya Cibiru,3,0.2,0,Friday,0
N11 Jenderal AH Nasution,4,0.2,0,Friday,0
N11 Jenderal Haji Amir Machmud,1,0.2,0,Friday,0
N11 Jenderal Sudirman,2,0.2,0,Friday,0
N11 Rajawali Barat,2,0.2,0,Friday,0
N11 Soekarno-Hatta,3,0.2,0,Friday,0
Nagrog,1,0.2,0,Friday,0
Naripan,2,0.2,0,Friday,0
Otto Iskandardinata,3,0.2,0,Friday,0
PHH Mustofa,2,0.2,0,Friday,0
PSM,2,0.2,0,Friday,0
Pacuan Kuda,1,0.2,0,Friday,0
Padasuka,2,0.2,0,Friday,0
Pagarsih,2,0.2,0,Friday,0
Pagermaneuh,1,0.2,0,Friday,0
Pahlawan,4,0.2,0,Friday,0
Pahlawan (Jalur Lambat),3,0.2,0,Friday,0
Pajagalan,3,0.2,0,Friday,0
Pajajaran,2,0.2,0,Friday,0
Pak Gatot Raya,3,0.2,0,Friday,0
Panghegar,2,0.2,0,Friday,0
Panjunan,3,0.2,0,Friday,0
Panumbang Jaya,3,0.2,0,Friday,0
Papanggungan,2,0.2,0,Friday,0
Parakan Saat,2,0.2,0,Friday,0
Pasar Induk Gede Bage,4,0.2,0,Friday,0
Pasir Impun,3,0.2,0,Friday,0
Pasir Koja,2,0.2,0,Friday,0
Pasir Kunci,2,0.2,0,Friday,0
Pasirluyu,2,0.2,0,Friday,0
Pasirmuncang,2,0.2,0,Friday,0
Paskal HyperSquare,2,0.2,0,Friday,0
Pasteur,3,0.2,0,Friday,0
Patrakomala,2,0.2,0,Friday,0
Pelajar Pejuang 45,3,0.2,0,Friday,0
Pelindung Hewan,1,0.2,0,Friday,0
Perintis,2,0.2,0,Friday,0
Pesantren,3,0.2,0,Friday,0
Peta,2,0.2,0,Friday,0
Pluto Raya,3,0.2,0,Friday,0
Prabu Dimuntur,3,0.2,0,Friday,0
Prof Dr Ir Sutami,2,0.2,0,Friday,0
Prof Dr Surya Sumantri,4,0.2,0,Friday,0
Prof Eyckman,4,0.2,0,Friday,0
Prof Mochtar Kusumaatmadja,3,0.2,0,Friday,0
Pungkur,2,0.2,0,Friday,0
Purnawarman,2,0.2,0,Friday,0
R A A Martanegara,4,0.2,0,Friday,0
RA Wiranatakusumah,3,0.2,0,Friday,0
Rajawali Timur,3,0.2,0,Friday,0
Rakata,3,0.2,0,Friday,0
Rancabali,2,0.2,0,Friday,0
Rancabolang,2,0.2,0,Friday,0
Rancakendal,2,0.2,0,Friday,0
Rancameong,3,0.2,0,Friday,0
Reungas,4,0.2,0,Friday,0
Sadang Serang,2,0.2,0,Friday,0
Salak,4,0.2,0,Friday,0
Sampurna,4,0.2,0,Friday,0
Sangkuriang,3,0.2,0,Friday,0
Sariasih,3,0.2,0,Friday,0
Sarijadi,2,0.2,0,Friday,0
Sarimanah,3,0.2,0,Friday,0
Sariwangi,3,0.2,0,Friday,0
Sasak Gantung,3,0.2,0,Friday,0
Sawunggaling,3,0.2,0,Friday,0
Sederhana,2,0.2,0,Friday,0
Sekar Manis,4,0.2,0,Friday,0
Sekejati,2,0.2,0,Friday,0
Sekeloa,3,0.2,0,Friday,0
Sentot Alibasyah,3,0.2,0,Friday,0
Sersan Bajuri,3,0.2,0,Friday,0
Setrasari 3,3,0.2,0,Friday,0
Setrasari Indah,4,0.2,0,Friday,0
Siliwangi,2,0.2,0,Friday,0
Sindang Sari,2,0.2,0,Friday,0
Sindang Sirna,3,0.2,0,Friday,0
Sindangsari 3,4,0.2,0,Friday,0
Soekarno-Hatta,2,0.2,0,Friday,0
Soekarno-Hatta (Jalur Lambat),3,0.2,0,Friday,0
Solontongan,4,0.2,0,Friday,0
Sripohaci,3,0.2,0,Friday,0
Sriwijaya,2,0.2,0,Friday,0
Suka Resmi,3,0.2,0,Friday,0
Suka Senang,4,0.2,0,Friday,0
Sukaati,2,0.2,0,Friday,0
Sukagalih,3,0.2,0,Friday,0
Sukahaji,4,0.2,0,Friday,0
Sukajadi,2,0.2,0,Friday,0
Sukakarya,3,0.2,0,Friday,0
Sukamaju,3,0.2,0,Friday,0
Sukamulya,3,0.2,0,Friday,0
Sukaraja,4,0.2,0,Friday,0
Sukawarna,4,0.2,0,Friday,0
Sulaksana,4,0.2,0,Friday,0
Sulaksana Baru 1,3,0.2,0,Friday,0
Sulanjana,3,0.2,0,Friday,0
Sultan Ageng Tirtayasa,4,0.2,0,Friday,0
Sultan Agung,4,0.2,0,Friday,0
Sumber Sari,4,0.2,0,Friday,0
Suniaraja,3,0.2,0,Friday,0
Suparmin,3,0.2,0,Friday,0
Surapati,2,0.2,0,Friday,0
Surapati (Jalur Lambat),4,0.2,0,Friday,0
Suryalaya,3,0.2,0,Friday,0
Talaga Bodas,2,0.2,0,Friday,0
Taman Cibeunying Utara,3,0.2,0,Friday,0
Taman Holis Indah Kavling Industri,3,0.2,0,Friday,0
Taman Holis Raya,3,0.2,0,Friday,0
Taman Kopo Indah 2,4,0.2,0,Friday,0
Taman Mekar Utama 1,4,0.2,0,Friday,0
Taman Pramuka,3,0.2,0,Friday,0
Taman Sakura,2,0.2,0,Friday,0
Tamansari,1,0.2,0,Friday,0
Tamblong,3,0.2,0,Friday,0
Tata Surya,2,0.2,0,Friday,0
Terusan Buah Batu,3,0.2,0,Friday,0
Terusan Cibaduyut,2,0.2,0,Friday,0
Terusan Cisaranten Kulon,2,0.2,0,Friday,0
Terusan Derwati,3,0.2,0,Friday,0
Terusan Gatot Subroto,3,0.2,0,Friday,0
Terusan Jakarta,2,0.2,0,Friday,0
Terusan Kiaracondong,3,0.2,0,Friday,0
Terusan Pada Saluyu Utara,2,0.2,0,Friday,0
Terusan Pasir Koja,4,0.2,0,Friday,0
Terusan Prof Dr Ir Sutami,3,0.2,0,Friday,0
Teuku Umar,2,0.2,0,Friday,0
Tol Padaleunyi,1,0.2,0,Friday,0
Tol Pasteur,4,0.2,0,Friday,0
Trunojoyo,2,0.2,0,Friday,0
Tubagus Ismail,2,0.2,0,Friday,0
Tubagus Ismail Dalam,3,0.2,0,Friday,0
